person_id,arrest_id,charge_degree,offense_category,arrest_date_event
1009164,978015,misdemeanor,property,2019-09-14
40226,1250017,misdemeanor,drug,2019-07-23
56410,1816087,misdemeanor,property,2019-04-27
50867,1584954,felony,other,2019-05-21
5400,4031696,misdemeanor,property,2020-07-22
47273,11158487,misdemeanor,drug,2012-09-29
51504,11435111,misdemeanor,drug,2012-06-26
908756,11190441,misdemeanor,violent,2012-09-18
72764,11484536,misdemeanor,violent,2012-06-10
988101,11235695,felony,property,2012-09-04
51883,11282533,misdemeanor,violent,2012-08-18
451627,10964320,misdemeanor,drug,2012-12-08
67140,11347298,felony,drug,2012-07-27
67140,11593422,felony,drug,2012-05-04
47273,11593472,felony,drug,2012-05-04
915957,11384871,felony,drug,2012-07-13
51435,11116312,felony,violent,2012-10-15
404843,11120199,misdemeanor,drug,2012-10-13
1243038,11413763,misdemeanor,property,2012-07-04
51530,11148185,felony,violent,2012-10-03
51504,10139922,felony,drug,2013-09-25
935306,10572204,misdemeanor,property,2013-04-30
47273,10834837,felony,violent,2013-01-28
961194,9956478,misdemeanor,drug,2013-11-28
1009164,10242834,misdemeanor,violent,2013-08-21
84823,10895655,felony,property,2013-01-06
60273,10435090,misdemeanor,violent,2013-06-17
56946,10095859,felony,drug,2013-10-14
60332,10482483,misdemeanor,drug,2013-06-01
17881,10494621,misdemeanor,drug,2013-05-28
2335717,9639677,misdemeanor,drug,2014-03-13
48211,9643010,felony,property,2014-03-12
50827,9674362,misdemeanor,drug,2014-02-28
81249,9703885,felony,drug,2014-02-19
51323,9770641,misdemeanor,property,2014-01-26
50827,9771814,misdemeanor,drug,2014-01-25
82063,9071949,felony,violent,2014-09-10
49472,9109423,misdemeanor,drug,2014-08-31
48211,9434472,misdemeanor,other,2014-05-22
81982,8990756,felony,violent,2014-10-08
404843,9299717,misdemeanor,drug,2014-06-29
1518060,9314886,felony,drug,2014-06-24
935128,9555981,misdemeanor,violent,2014-04-10
49237,9579995,felony,violent,2014-04-02
1488855,9360408,misdemeanor,violent,2014-06-09
80524,9599872,felony,property,2014-03-26
940651,8842867,misdemeanor,property,2014-12-01
50867,8270915,felony,drug,2015-06-10
83874,8066203,felony,other,2015-08-12
1531743,7606387,misdemeanor,violent,2015-12-31
1518060,7638554,felony,drug,2015-12-18
951591,7680009,misdemeanor,property,2015-12-08
49237,7695691,felony,drug,2015-12-03
909864,7744326,misdemeanor,drug,2015-11-18
1788,8707044,felony,violent,2015-01-20
48528,7755439,felony,violent,2015-11-15
57776,7761216,felony,drug,2015-11-13
909864,7768700,felony,drug,2015-11-11
49472,8505058,felony,violent,2015-03-25
725268,7793370,felony,other,2015-11-03
57776,7803856,felony,drug,2015-10-30
13178,8648624,felony,drug,2015-02-04
10071,8046040,felony,violent,2015-08-18
935128,6464218,misdemeanor,violent,2016-11-05
1124386,7356969,misdemeanor,drug,2016-03-13
991124,6794396,felony,property,2016-07-30
50654,7378080,felony,drug,2016-03-07
1557971,6545079,misdemeanor,property,2016-10-12
80524,6966856,felony,violent,2016-06-09
1596644,7418751,felony,property,2016-02-24
13178,6641052,felony,other,2016-09-13
1009164,7293010,misdemeanor,other,2016-03-30
55112,7011486,misdemeanor,drug,2016-05-26
13178,7022914,misdemeanor,property,2016-05-23
51883,6403748,misdemeanor,violent,2016-11-19
1557971,6406218,felony,violent,2016-11-18
50867,6340649,felony,violent,2016-12-13
50867,6340648,felony,violent,2016-12-13
50827,7450983,felony,drug,2016-02-18
10071,7218583,misdemeanor,violent,2016-04-18
47273,7465597,felony,drug,2016-02-13
49882,7506107,felony,drug,2016-02-03
13178,7553846,misdemeanor,violent,2016-01-15
49472,7563566,felony,drug,2016-01-14
336042,5254185,misdemeanor,other,2017-09-02
951591,5053353,misdemeanor,violent,2017-10-06
49882,6273439,misdemeanor,drug,2017-01-05
49882,5078309,felony,violent,2017-10-02
2392616,5804869,felony,violent,2017-05-05
2870,5086582,misdemeanor,drug,2017-10-01
56410,5565948,misdemeanor,violent,2017-07-01
1000104,5327849,misdemeanor,other,2017-08-20
49882,5194886,felony,drug,2017-09-12
56946,5920258,felony,drug,2017-04-06
47273,6181528,felony,drug,2017-01-30
12751,5601400,felony,other,2017-06-22
2335717,5855566,felony,violent,2017-04-21
988101,6185866,misdemeanor,property,2017-01-28
1557971,5344015,misdemeanor,property,2017-08-16
50827,5665899,felony,drug,2017-06-08
81982,5427759,felony,drug,2017-07-31
951591,5965289,misdemeanor,violent,2017-03-27
1241445,5996044,misdemeanor,property,2017-03-19
2406706,4500531,misdemeanor,violent,2018-01-16
44159,4537309,misdemeanor,drug,2018-01-09
45068,2866283,felony,property,2018-10-13
358578,2511968,felony,violent,2018-12-19
45613,3245978,misdemeanor,violent,2018-07-31
988101,987634,misdemeanor,drug,2019-09-12
56946,1831111,misdemeanor,drug,2019-04-24
1009164,981078,misdemeanor,property,2019-09-13
40226,1250409,misdemeanor,property,2019-07-23
44159,750902,felony,drug,2019-10-29
48528,664271,misdemeanor,other,2019-11-17
1000558,63279,misdemeanor,violent,2020-03-27
988101,7227301,misdemeanor,property,2020-10-21
988101,7341591,misdemeanor,violent,2020-10-22
404843,126696,misdemeanor,property,2020-03-06
988101,7227303,misdemeanor,property,2020-10-21
988101,7341592,misdemeanor,violent,2020-10-22
988101,7759242,misdemeanor,other,2020-10-29
1007138,4899019,misdemeanor,violent,2020-08-25
1129862,10510737,misdemeanor,violent,2013-05-22
982966,9238812,misdemeanor,violent,2014-07-18
85929,8155972,misdemeanor,property,2015-07-15
59002,7765697,misdemeanor,violent,2015-11-12
1129862,7592089,misdemeanor,violent,2016-01-06
1509614,6886918,misdemeanor,violent,2016-07-05
1510722,6297502,misdemeanor,violent,2016-12-28
1129862,7568628,misdemeanor,violent,2016-01-13
72764,5752989,felony,property,2017-05-19
482239,6100261,misdemeanor,violent,2017-02-17
1499680,5410169,misdemeanor,property,2017-08-03
1499946,5810699,misdemeanor,violent,2017-05-04
72764,5916573,felony,property,2017-04-07
72764,5916574,misdemeanor,property,2017-04-07
67140,4815396,misdemeanor,violent,2017-11-15
72764,4877218,misdemeanor,property,2017-11-03
72764,4877217,misdemeanor,property,2017-11-03
72764,5366492,misdemeanor,property,2017-08-11
1284992,5670687,misdemeanor,violent,2017-06-07
1162141,5670929,misdemeanor,other,2017-06-07
725268,4208467,misdemeanor,property,2018-03-09
4741,4236055,misdemeanor,violent,2018-03-05
4741,4236057,misdemeanor,property,2018-03-05
1250624,4222134,misdemeanor,violent,2018-03-07
1516491,3883882,misdemeanor,violent,2018-04-23
45181,2300491,felony,other,2019-02-01
1137620,541550,misdemeanor,property,2019-12-10
85929,116462,felony,violent,2020-03-09
1064456,11520123,felony,drug,2012-05-29
1130673,11110196,felony,drug,2012-10-17
84199,10576507,felony,property,2013-04-29
67140,9967446,felony,property,2013-11-25
1488855,10758729,misdemeanor,drug,2013-02-25
1488855,10758730,misdemeanor,drug,2013-02-25
1130673,10798290,misdemeanor,drug,2013-02-11
1130673,10356296,misdemeanor,drug,2013-07-15
10066,10401577,misdemeanor,other,2013-06-28
8819,10538559,felony,violent,2013-05-13
17881,9186099,misdemeanor,other,2014-08-05
1130673,9273204,misdemeanor,drug,2014-07-07
17881,9333141,misdemeanor,other,2014-06-18
1162141,9380862,felony,other,2014-06-02
80524,8069971,felony,property,2015-08-11
3909,8403278,misdemeanor,other,2015-04-24
81823,8446943,misdemeanor,drug,2015-04-13
482239,7656134,misdemeanor,drug,2015-12-14
1214199,8096059,felony,violent,2015-08-03
8778,8211692,felony,violent,2015-06-29
1064456,7821030,misdemeanor,property,2015-10-26
780358,7838593,felony,drug,2015-10-20
342986,8253792,felony,violent,2015-06-15
971359,8372902,felony,violent,2015-05-06
85246,7353880,felony,violent,2016-03-14
1130673,6931636,felony,drug,2016-06-20
1134813,6993682,felony,violent,2016-06-01
1134876,6993967,felony,drug,2016-06-01
911310,6380845,felony,violent,2016-11-28
1119846,6662305,felony,property,2016-09-07
1119846,6662303,felony,property,2016-09-07
953314,6691705,felony,property,2016-08-29
2326,7170327,misdemeanor,other,2016-05-02
8778,7219781,felony,violent,2016-04-18
1127005,6857582,felony,property,2016-07-11
60273,6864712,misdemeanor,property,2016-07-08
73153,7267707,misdemeanor,other,2016-04-06
72764,5456315,felony,violent,2017-07-25
1243038,5121962,felony,violent,2017-09-25
1134813,5766373,felony,violent,2017-05-16
1124386,5771902,misdemeanor,drug,2017-05-15
172713,6223747,felony,violent,2017-01-18
67140,4612808,felony,property,2017-12-20
1499779,5415512,misdemeanor,other,2017-08-02
2870,5542493,misdemeanor,drug,2017-07-06
1237612,4624482,felony,violent,2017-12-18
67140,4715202,misdemeanor,property,2017-11-30
2743,4831492,felony,violent,2017-11-13
2870,5231180,misdemeanor,drug,2017-09-07
71257,5350393,misdemeanor,property,2017-08-15
55112,5344590,misdemeanor,drug,2017-08-16
85806,5356879,felony,property,2017-08-14
69777,5932330,felony,violent,2017-04-03
83127,5727982,misdemeanor,property,2017-05-26
1499946,5974720,misdemeanor,violent,2017-03-24
60332,6242991,felony,other,2017-01-12
2778,6257420,misdemeanor,other,2017-01-09
19626,414074,misdemeanor,violent,2020-01-09
247459,4298564,felony,violent,2018-02-21
85246,2604438,felony,violent,2018-12-03
1134813,4430539,felony,property,2018-01-29
85246,2640355,felony,property,2018-11-26
1515517,3265123,misdemeanor,violent,2018-07-27
1023093,3062226,misdemeanor,property,2018-09-06
2569,3515842,misdemeanor,other,2018-06-29
988101,3542909,felony,violent,2018-06-25
957946,3746989,misdemeanor,other,2018-05-17
4741,3786337,felony,property,2018-05-10
929734,2657582,misdemeanor,property,2018-11-21
1237612,3220720,misdemeanor,property,2018-08-06
3484,812090,felony,property,2019-10-16
57776,1462216,misdemeanor,drug,2019-06-12
71257,1507458,misdemeanor,drug,2019-06-04
4931,2021500,misdemeanor,other,2019-03-21
4981,1366908,felony,property,2019-07-01
70259,751889,misdemeanor,property,2019-10-29
2743,7073872,felony,violent,2019-02-04
1801200,10878603,misdemeanor,violent,2013-01-11
982966,9717407,misdemeanor,violent,2014-02-12
1992727,8792018,misdemeanor,property,2014-12-18
4981,5114865,misdemeanor,property,2017-09-26
1284992,6075542,misdemeanor,violent,2017-02-24
1992727,6142360,misdemeanor,property,2017-02-08
1002535,4951082,misdemeanor,property,2017-10-25
995275,6234834,misdemeanor,property,2017-01-15
2569,5294945,misdemeanor,other,2017-08-25
72764,5854005,misdemeanor,property,2017-04-22
67140,5670555,misdemeanor,violent,2017-06-07
2870,5971286,misdemeanor,drug,2017-03-26
4981,3111333,misdemeanor,property,2018-08-29
1987171,3455754,misdemeanor,violent,2018-07-11
1002535,1831679,misdemeanor,property,2019-04-24
344444,2005073,misdemeanor,property,2019-03-25
1009066,210963,misdemeanor,violent,2020-02-19
56410,250262,misdemeanor,other,2020-02-12
1064456,11592211,misdemeanor,drug,2012-05-05
72764,9947140,misdemeanor,property,2013-12-02
72764,10865717,misdemeanor,property,2013-01-16
1992727,8921890,felony,property,2014-11-03
953314,9833135,misdemeanor,drug,2014-01-04
482239,8406517,misdemeanor,drug,2015-04-23
1064456,8218652,misdemeanor,property,2015-06-26
4981,7308940,felony,property,2016-03-25
44351,6473685,misdemeanor,other,2016-11-02
72764,6506214,felony,property,2016-10-23
1129862,6652578,felony,violent,2016-09-09
2079709,6411247,misdemeanor,property,2016-11-17
482239,7214874,felony,violent,2016-04-19
60273,7509640,misdemeanor,property,2016-02-02
1012225,5350840,misdemeanor,property,2017-08-15
1499779,5739857,misdemeanor,other,2017-05-23
2018384,6075194,misdemeanor,other,2017-02-24
957946,4612868,misdemeanor,other,2017-12-20
58583,6104514,misdemeanor,property,2017-02-16
3484,4760305,felony,violent,2017-11-25
971359,6130867,misdemeanor,other,2017-02-11
83127,5569592,misdemeanor,drug,2017-06-30
72764,5830016,misdemeanor,property,2017-04-29
1992727,6182084,misdemeanor,property,2017-01-30
83127,6186016,felony,property,2017-01-28
69777,5674527,misdemeanor,violent,2017-06-06
971359,6234841,felony,violent,2017-01-15
85246,2766079,misdemeanor,property,2018-11-01
53703,2644676,felony,violent,2018-11-25
4931,2711002,misdemeanor,other,2018-11-12
1985673,2673567,misdemeanor,property,2018-11-19
1023093,3686730,misdemeanor,property,2018-05-29
1985162,4328012,misdemeanor,property,2018-02-15
1516499,4469015,felony,property,2018-01-22
4981,1485437,felony,property,2019-06-08
67140,1162655,misdemeanor,drug,2019-08-09
19626,867650,misdemeanor,violent,2019-10-05
1009066,270908,misdemeanor,violent,2020-02-06
56410,5715126,misdemeanor,violent,2020-09-16
259056,1770063,felony,other,2020-06-07
1009066,254437,misdemeanor,violent,2020-02-11
995275,3430000,misdemeanor,other,2020-07-09
57776,5263490,misdemeanor,drug,2020-09-09
4981,8302464,misdemeanor,property,2015-05-30
1137620,8302454,misdemeanor,property,2015-05-30
1992727,7778898,misdemeanor,violent,2015-11-08
965786,7374233,misdemeanor,property,2016-03-08
72764,6359434,misdemeanor,property,2016-12-08
1992727,6491621,misdemeanor,property,2016-10-27
1510722,6624477,misdemeanor,violent,2016-09-18
929734,7419665,misdemeanor,property,2016-02-24
69777,6385538,misdemeanor,property,2016-11-27
2080856,6710623,misdemeanor,property,2016-08-24
11936,6760270,misdemeanor,violent,2016-08-10
4981,7245182,misdemeanor,violent,2016-04-12
1009066,7267414,misdemeanor,violent,2016-04-06
1130673,10703897,misdemeanor,property,2013-03-15
342986,8519836,misdemeanor,property,2015-03-20
1023228,7980663,misdemeanor,property,2015-09-08
1509614,8046353,misdemeanor,other,2015-08-18
725268,5114951,misdemeanor,property,2017-09-26
4741,5771775,misdemeanor,property,2017-05-15
4741,4740711,misdemeanor,property,2017-11-28
4741,6277311,misdemeanor,property,2017-01-04
4741,5521968,misdemeanor,property,2017-07-11
984444,6058937,misdemeanor,drug,2017-03-01
1516491,4780246,misdemeanor,violent,2017-11-20
344444,4865164,misdemeanor,property,2017-11-06
1509614,5841409,misdemeanor,property,2017-04-26
1137620,5422220,misdemeanor,property,2017-08-01
1499514,5731261,misdemeanor,violent,2017-05-25
1137620,3130830,misdemeanor,property,2018-08-24
1137620,2851472,misdemeanor,property,2018-10-16
1137620,3127674,misdemeanor,property,2018-08-25
1137620,2765604,misdemeanor,property,2018-11-01
45181,3466210,felony,other,2018-07-10
1137620,2858793,misdemeanor,property,2018-10-15
1002535,4413579,misdemeanor,property,2018-01-31
1137620,936294,misdemeanor,property,2019-09-22
1002535,1921745,misdemeanor,property,2019-04-09
1137620,565603,misdemeanor,property,2019-12-05
1009164,1427220,misdemeanor,property,2019-06-19
404843,1258670,misdemeanor,property,2019-07-22
1002535,2071918,misdemeanor,property,2019-03-13
54200,1045828,misdemeanor,violent,2019-09-03
4741,1427079,misdemeanor,property,2019-06-19
1137620,9795314,misdemeanor,property,2020-06-02
1348192,7114945,misdemeanor,other,2020-10-14
1039827,373118,misdemeanor,other,2020-01-17
1130673,11211066,misdemeanor,drug,2012-09-12
1488855,11367411,misdemeanor,drug,2012-07-19
1488855,11314798,misdemeanor,drug,2012-08-08
988101,10478480,misdemeanor,drug,2013-06-03
1960076,7581199,misdemeanor,other,2016-01-09
2870,6444445,misdemeanor,drug,2016-11-12
1509614,7603933,misdemeanor,property,2016-01-02
1509614,6304667,misdemeanor,other,2016-12-24
1488855,6726312,misdemeanor,drug,2016-08-19
990237,7369223,felony,property,2016-03-09
60332,6796345,felony,other,2016-07-29
474178,6549320,misdemeanor,drug,2016-10-11
1499946,6387599,felony,violent,2016-11-25
1509614,7465708,misdemeanor,property,2016-02-13
67140,5114609,felony,property,2017-09-26
72764,5779254,felony,violent,2017-05-12
1162141,6068520,misdemeanor,property,2017-02-27
1000104,5538094,misdemeanor,property,2017-07-07
1880894,4798059,misdemeanor,other,2017-11-18
4741,4872062,felony,property,2017-11-05
1137620,4955856,misdemeanor,property,2017-10-24
1134813,5928260,felony,violent,2017-04-04
55112,6014073,misdemeanor,drug,2017-03-13
1002535,3740196,misdemeanor,property,2018-05-19
1137620,3896329,misdemeanor,property,2018-04-20
1002535,2772776,misdemeanor,property,2018-10-31
1137620,2633968,felony,property,2018-11-27
942762,2978046,felony,drug,2018-09-22
404843,3157446,misdemeanor,property,2018-08-20
1515517,4397666,felony,violent,2018-02-02
69474,4148118,misdemeanor,drug,2018-03-20
1137620,1635063,misdemeanor,property,2019-05-13
2003,1407670,misdemeanor,property,2019-06-24
44351,1345576,misdemeanor,property,2019-07-05
404843,1559819,misdemeanor,property,2019-05-27
1002535,2017446,misdemeanor,property,2019-03-22
1256556,6931649,misdemeanor,violent,2016-06-20
1509614,7423121,misdemeanor,other,2016-02-23
1499946,6322340,misdemeanor,violent,2016-12-19
1292211,7186647,misdemeanor,property,2016-04-28
1509614,7297246,misdemeanor,violent,2016-03-29
1499680,7464288,misdemeanor,property,2016-02-15
8089,1778263,misdemeanor,violent,2020-06-09
349867,297701,misdemeanor,property,2020-02-02
5400,10389988,felony,violent,2020-12-22
1127005,10144597,misdemeanor,property,2013-09-24
1129862,10623842,misdemeanor,violent,2013-04-12
1189790,10853871,misdemeanor,violent,2013-01-22
8778,8430126,misdemeanor,violent,2015-04-17
1205282,8472086,misdemeanor,violent,2015-04-05
342986,8327548,misdemeanor,property,2015-05-21
1129862,7886334,misdemeanor,violent,2015-10-07
1120637,6352870,misdemeanor,property,2016-12-10
1127882,6577733,misdemeanor,violent,2016-10-01
1129862,7422871,misdemeanor,property,2016-02-23
69777,6385539,misdemeanor,property,2016-11-27
1129092,7293236,misdemeanor,property,2016-03-30
1137620,7278496,misdemeanor,property,2016-04-03
56410,5101569,misdemeanor,property,2017-09-28
72764,5749964,misdemeanor,property,2017-05-20
8778,5749970,misdemeanor,violent,2017-05-20
540719,6044329,misdemeanor,property,2017-03-05
72764,5740015,misdemeanor,property,2017-05-23
72764,5537995,misdemeanor,property,2017-07-07
725268,6120428,misdemeanor,property,2017-02-14
72764,6133284,misdemeanor,property,2017-02-10
1127005,4709638,misdemeanor,property,2017-12-01
1238975,4801691,misdemeanor,violent,2017-11-17
1137620,4858903,misdemeanor,property,2017-11-07
1244695,5605978,misdemeanor,drug,2017-06-21
540719,6184984,misdemeanor,property,2017-01-29
1241445,6213037,misdemeanor,property,2017-01-21
72764,6284618,misdemeanor,property,2017-01-02
85246,6243514,misdemeanor,property,2017-01-12
1137620,4202568,misdemeanor,property,2018-03-11
1137620,4159969,misdemeanor,property,2018-03-19
929734,2681938,misdemeanor,drug,2018-11-17
1137620,3965546,misdemeanor,property,2018-04-10
1137620,3646150,misdemeanor,property,2018-06-06
1137620,3948728,misdemeanor,property,2018-04-12
1124386,3086879,misdemeanor,property,2018-09-03
2870,3819130,misdemeanor,property,2018-05-04
1009164,3848582,misdemeanor,property,2018-04-30
56410,2717362,misdemeanor,property,2018-11-09
70259,2851646,misdemeanor,property,2018-10-16
1127005,4165227,misdemeanor,property,2018-03-17
929734,515583,misdemeanor,property,2019-12-16
56410,1928830,misdemeanor,property,2019-04-08
56410,1439032,misdemeanor,property,2019-06-17
56410,1711461,misdemeanor,other,2020-05-17
56410,1724578,misdemeanor,property,2020-05-21
971359,11496296,felony,violent,2012-06-06
2870,10943242,misdemeanor,drug,2012-12-16
2870,11303842,misdemeanor,property,2012-08-12
1127005,11073385,misdemeanor,property,2012-10-31
2870,11105983,felony,violent,2012-10-18
1182268,11129271,misdemeanor,drug,2012-10-10
971359,10560448,felony,violent,2013-05-05
84199,10593154,felony,property,2013-04-23
8819,10623945,felony,violent,2013-04-12
67140,10044884,felony,property,2013-10-31
1009164,10058759,misdemeanor,violent,2013-10-27
1130673,10429095,felony,drug,2013-06-19
81823,9390989,misdemeanor,drug,2014-05-29
451627,9650515,felony,property,2014-03-10
3909,8973210,misdemeanor,property,2014-10-15
1162141,9467773,misdemeanor,other,2014-05-11
82604,9543598,felony,drug,2014-04-15
1123886,9321571,misdemeanor,property,2014-06-22
1130673,9349886,felony,drug,2014-06-12
912191,8810398,misdemeanor,property,2014-12-12
1171048,9612064,felony,violent,2014-03-22
80524,8854161,felony,property,2014-11-25
1137620,8630668,misdemeanor,property,2015-02-10
971359,8497329,felony,violent,2015-03-27
971359,7635789,misdemeanor,property,2015-12-20
997983,7689914,felony,property,2015-12-05
1117726,8093444,misdemeanor,drug,2015-08-04
59002,8118846,felony,violent,2015-07-27
1127005,8119154,misdemeanor,other,2015-07-27
1214199,8188624,felony,violent,2015-07-08
342986,8322963,felony,violent,2015-05-22
1137620,7905972,misdemeanor,property,2015-09-30
81823,8516374,felony,drug,2015-03-22
8778,8288340,felony,violent,2015-06-04
1137620,8022388,misdemeanor,property,2015-08-25
1129862,8042609,felony,violent,2015-08-19
85806,7584216,felony,violent,2016-01-08
8778,7307141,felony,violent,2016-03-26
1119846,6726407,felony,other,2016-08-19
911310,6464374,felony,violent,2016-11-05
1009164,7333744,misdemeanor,other,2016-03-18
1119846,6907453,felony,property,2016-06-28
10066,7398258,misdemeanor,drug,2016-03-01
1127005,6955790,felony,property,2016-06-13
172713,6594587,felony,violent,2016-09-26
1129092,6971419,misdemeanor,property,2016-06-08
953314,6822460,felony,property,2016-07-21
69777,6303394,felony,violent,2016-12-26
1134813,7159070,felony,violent,2016-05-05
1134876,7162955,misdemeanor,drug,2016-05-04
482239,7196659,misdemeanor,property,2016-04-25
1129092,7210339,felony,property,2016-04-20
482239,7220104,misdemeanor,property,2016-04-18
222575,7225119,misdemeanor,property,2016-04-17
1127005,7240238,misdemeanor,other,2016-04-13
1137620,7456732,misdemeanor,property,2016-02-17
1119846,7485908,misdemeanor,property,2016-02-08
1138633,7495184,felony,property,2016-02-07
85246,7514245,felony,violent,2016-02-01
85806,4884278,misdemeanor,other,2017-11-02
85806,5496770,felony,property,2017-07-17
43195,4654149,felony,drug,2017-12-12
1237612,4671633,felony,violent,2017-12-08
67140,5267673,misdemeanor,property,2017-08-31
1236019,4801505,misdemeanor,other,2017-11-17
85806,5569919,felony,property,2017-06-30
960846,5179541,misdemeanor,drug,2017-09-14
56410,4937826,misdemeanor,property,2017-10-27
2743,4955931,felony,violent,2017-10-24
4741,4998760,misdemeanor,violent,2017-10-17
1243038,5295157,felony,violent,2017-08-25
1123886,6194339,misdemeanor,other,2017-01-26
1247697,5936893,felony,violent,2017-04-02
1137620,5670762,misdemeanor,property,2017-06-07
2743,5728038,misdemeanor,property,2017-05-26
2569,5971346,misdemeanor,other,2017-03-26
72764,5897378,misdemeanor,property,2017-04-12
1250624,5982356,misdemeanor,violent,2017-03-22
71257,5997163,misdemeanor,property,2017-03-18
1251769,6228444,misdemeanor,violent,2017-01-17
1275378,2532499,felony,violent,2018-12-15
56410,3948662,misdemeanor,property,2018-04-12
60332,4552038,felony,property,2018-01-05
4931,2500555,misdemeanor,property,2018-12-21
995275,3471218,misdemeanor,property,2018-07-09
323098,3224361,misdemeanor,property,2018-08-05
929734,2971473,misdemeanor,property,2018-09-24
923399,3170336,felony,violent,2018-08-17
1134813,4565165,felony,property,2018-01-02
1284992,3372630,misdemeanor,drug,2018-07-25
56410,3507662,misdemeanor,property,2018-07-02
1288581,3548765,felony,property,2018-06-24
1137620,3883563,misdemeanor,property,2018-04-23
929734,3928150,misdemeanor,property,2018-04-16
323098,3143318,felony,property,2018-08-22
323098,3149710,misdemeanor,property,2018-08-21
342986,3234875,felony,violent,2018-08-02
56410,3729638,misdemeanor,property,2018-05-21
56410,3853279,misdemeanor,property,2018-04-28
1002535,2487297,misdemeanor,other,2018-12-26
56410,2714417,misdemeanor,property,2018-11-10
50867,4174586,felony,drug,2018-03-15
247459,4413925,felony,violent,2018-01-31
1292211,4460552,misdemeanor,drug,2018-01-23
70259,2931460,misdemeanor,property,2018-10-01
53703,1415417,felony,violent,2019-06-21
70259,2324093,misdemeanor,property,2019-01-28
1009164,829364,misdemeanor,property,2019-10-13
3484,1781878,misdemeanor,violent,2019-05-04
70259,2219091,misdemeanor,property,2019-02-16
70259,2228272,misdemeanor,property,2019-02-14
56410,1415664,misdemeanor,property,2019-06-21
50867,1546805,felony,violent,2019-05-28
1137620,2390383,misdemeanor,property,2019-01-15
2743,2412492,felony,violent,2019-01-10
1002535,2300525,misdemeanor,violent,2019-02-01
70259,2247209,misdemeanor,property,2019-02-11
56410,2098969,misdemeanor,property,2019-03-09
929734,262171,misdemeanor,property,2020-02-09
1009164,1743489,misdemeanor,drug,2020-05-27
1123886,195265,misdemeanor,property,2020-02-22
85929,276654,felony,violent,2020-02-05
911263,92649,felony,violent,2020-03-13
56410,4046512,misdemeanor,property,2020-07-28
38602,9435251,misdemeanor,violent,2014-05-22
3909,9465089,misdemeanor,property,2014-05-12
85929,9207249,misdemeanor,property,2014-07-29
40790,10944312,misdemeanor,violent,2012-12-15
1768653,10236998,misdemeanor,property,2013-08-23
1773950,10479676,misdemeanor,drug,2013-06-03
1790946,9651834,felony,drug,2014-03-10
1803390,9168663,misdemeanor,property,2014-08-11
1782791,8201876,misdemeanor,violent,2015-07-02
977062,7580589,misdemeanor,property,2016-01-10
1768653,6896776,misdemeanor,violent,2016-07-01
351066,6956198,felony,property,2016-06-13
38681,6595986,felony,property,2016-09-26
38681,6595987,misdemeanor,drug,2016-09-26
1762278,6434678,misdemeanor,violent,2016-11-15
323098,7064525,misdemeanor,property,2016-05-12
1243226,7199368,misdemeanor,violent,2016-04-24
1796824,6858454,misdemeanor,property,2016-07-11
1773950,7550575,misdemeanor,violent,2016-01-17
323098,7518527,misdemeanor,property,2016-01-30
23004,5232450,misdemeanor,drug,2017-09-07
32255,5773028,misdemeanor,property,2017-05-15
1803390,4599708,misdemeanor,property,2017-12-23
1289480,5232571,misdemeanor,drug,2017-09-07
670471,5339923,felony,property,2017-08-17
1801200,5728587,misdemeanor,violent,2017-05-26
72764,5898167,misdemeanor,property,2017-04-12
32255,4217082,misdemeanor,violent,2018-03-08
40790,2793396,misdemeanor,violent,2018-10-27
1814816,3247709,misdemeanor,violent,2018-07-31
1009066,4076093,misdemeanor,violent,2018-04-02
38602,4163621,misdemeanor,property,2018-03-18
1009066,9736164,misdemeanor,property,2020-12-16
1773950,310412,misdemeanor,property,2020-01-30
40790,10252926,misdemeanor,other,2013-08-18
1779141,7659498,misdemeanor,violent,2015-12-13
988645,7810024,misdemeanor,other,2015-10-29
1773950,8620712,misdemeanor,drug,2015-02-13
1799216,5050151,misdemeanor,property,2017-10-08
83127,5773088,felony,drug,2017-05-15
1801200,5788931,misdemeanor,violent,2017-05-10
1802254,6027429,misdemeanor,drug,2017-03-09
38535,5535435,misdemeanor,drug,2017-07-08
1801200,5819528,felony,violent,2017-05-02
1009066,5173499,felony,violent,2017-09-15
83127,5581042,felony,drug,2017-06-28
1806016,5290353,felony,drug,2017-08-27
38535,5666738,misdemeanor,drug,2017-06-08
38535,3681953,felony,property,2018-05-30
38535,4202689,misdemeanor,violent,2018-03-11
3484,2494778,misdemeanor,violent,2018-12-24
38681,3226110,misdemeanor,property,2018-08-04
1009066,3832802,misdemeanor,violent,2018-05-02
70259,1484051,misdemeanor,other,2019-06-09
72764,6470694,felony,property,2016-11-03
3484,7383051,misdemeanor,property,2016-03-06
351066,6956199,misdemeanor,property,2016-06-13
1792449,6566103,felony,other,2016-10-05
988645,6990731,misdemeanor,property,2016-06-02
72764,6411969,misdemeanor,property,2016-11-17
1782791,7055804,felony,violent,2016-05-14
1129092,7221786,felony,property,2016-04-18
1773950,10280927,misdemeanor,drug,2013-08-08
40790,10655181,misdemeanor,violent,2013-04-02
38681,6467136,misdemeanor,drug,2016-11-04
1773950,7447701,misdemeanor,violent,2016-02-19
670471,4956545,felony,property,2017-10-24
23004,4323268,misdemeanor,drug,2018-02-16
40790,2106920,misdemeanor,violent,2019-03-08
1790946,9580721,felony,drug,2014-04-02
